RAP,GID,Tissue,Organ,Gene.ID,References
Os12g0437800,LOC_Os12g25090,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Sci1,PCMDB
Os12g0438250,LOC_Os12g25160,leaf,Leaf,Os12g0438250,PCMDB
Os12g0441700,LOC_Os12g25494,leaf mesophyll,Leaf,Os12g0441700,PCMDB
Os12g0442800,LOC_Os12g25630,"leaf epidermis,leaf mesophyll",Leaf,Os12g0442800,PCMDB
Os12g0443000,LOC_Os12g25660,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0443000,PCMDB
Os12g0443500,LOC_Os12g25690,"leaf mesophyll,mestome sheath",Leaf,UGD4,PCMDB
Os12g0443700,LOC_Os12g25710,leaf mesophyll,Leaf,Os12g0443700,PCMDB
Os12g0446700,LOC_Os12g26044,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0446700,PCMDB
Os12g0448400,LOC_Os12g26220,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0448400,PCMDB
Os12g0448900,LOC_Os12g26290,mestome sheath,Leaf,PIOX,PCMDB
Os12g0453500,LOC_Os12g26690,mestome sheath,Leaf,Os12g0453500,PCMDB
Os12g0454600,LOC_Os12g26880,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,OsENODL24,PCMDB
Os12g0458100,LOC_Os12g27254,leaf,Leaf,HSR201,PCMDB
Os12g0458900,LOC_Os12g27335,leaf mesophyll,Leaf,Os12g0458900,PCMDB
Os12g0465000,LOC_Os12g27930,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,UNP2,PCMDB
Os12g0466200,LOC_Os12g28015,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0466200,PCMDB
Os12g0468550,LOC_Os12g28270,"leaf mesophyll,leaf procambium",Leaf,Os12g0468550,PCMDB
Os12g0468600,LOC_Os12g28270,"leaf mesophyll,leaf procambium",Leaf,OsAH,PCMDB
Os12g0470700,LOC_Os12g28550,leaf procambium,Leaf,Os12g0470700,PCMDB
Os12g0471100,LOC_Os12g28590,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0471100,PCMDB
Os12g0477400,LOC_Os12g29330,leaf mesophyll,Leaf,ONAC139,PCMDB
Os12g0477600,LOC_Os12g29340,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0477600,PCMDB
Os12g0478200,LOC_Os12g29400,mestome sheath,Leaf,OsABA45,PCMDB
Os12g0479900,LOC_Os12g29550,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0479900,PCMDB
Os12g0481200,LOC_Os12g29670,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0481200,PCMDB
Os12g0482500,LOC_Os12g29740,mestome sheath,Leaf,Os12g0482500,PCMDB
Os12g0482700,LOC_Os12g29760,"leaf epidermis,leaf mesophyll",Leaf,Os12g0482700,PCMDB
Os12g0485500,LOC_Os12g30030,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsISC8,PCMDB
Os12g0489100,LOC_Os12g30540,"leaf epidermis,leaf mesophyll",Leaf,OsM13,PCMDB
Os12g0489200,LOC_Os12g30540,"leaf epidermis,leaf mesophyll",Leaf,OsM13,PCMDB
Os12g0498400,LOC_Os12g31450,"leaf mesophyll,leaf procambium",Leaf,minE,PCMDB
Os12g0498800,LOC_Os12g31490,"leaf epidermis,leaf mesophyll",Leaf,Os12g0498800,PCMDB
Os12g0502000,LOC_Os12g31780,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0502000,PCMDB
Os12g0502100,LOC_Os12g31790,leaf mesophyll,Leaf,SIP15,PCMDB
Os12g0502500,LOC_Os12g31830,leaf epidermis,Leaf,OsCPA4,PCMDB
Os12g0502800,LOC_Os12g31850,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0502800,PCMDB
Os12g0506400,LOC_Os12g32180,"leaf mesophyll,leaf procambium",Leaf,OsCNIH2,PCMDB
Os12g0506500,LOC_Os12g32190,"leaf mesophyll,leaf procambium,Leaf preprocambium",Leaf,Os12g0506500,PCMDB
Os12g0507000,LOC_Os12g32230,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0507000,PCMDB
Os12g0507200,LOC_Os12g32240,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,eIF-4d,PCMDB
Os12g0507300,LOC_Os12g32250,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsWRKY96,PCMDB
Os12g0507350,LOC_Os12g32250,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0507350,PCMDB
Os12g0507500,LOC_Os12g32280,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0507500,PCMDB
Os12g0507600,LOC_Os12g32284,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0507600,PCMDB
Os12g0510200,LOC_Os12g32580,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0510200,PCMDB
Os12g0510750,LOC_Os12g32610,leaf mesophyll,Leaf,Os12g0510750,PCMDB
Os12g0511000,LOC_Os12g32630,"leaf epidermis,leaf mesophyll",Leaf,OsFbox656,PCMDB
Os12g0512100,LOC_Os12g32760,"leaf epidermis,leaf mesophyll",Leaf,Os12g0512100,PCMDB
Os12g0514500,LOC_Os12g32986,"leaf epidermis,leaf mesophyll",Leaf,Os12g0514500,PCMDB
Os12g0514600,LOC_Os12g32992,leaf epidermis,Leaf,Os12g0514600,PCMDB
Os12g0514900,LOC_Os12g33020,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0514900,PCMDB
Os12g0515400,LOC_Os12g33080,leaf mesophyll,Leaf,Os12g0515400,PCMDB
Os12g0515500,LOC_Os12g33090,"leaf epidermis,leaf mesophyll",Leaf,OsC3H67,PCMDB
Os12g0515800,LOC_Os12g33120,"leaf mesophyll,leaf epidermis,leaf procambium,leaf sheath",Leaf,Os12g0515800,PCMDB
Os12g0516000,LOC_Os12g33130,flag leaf,Leaf,Os12g0516000,PCMDB
Os12g0517200,LOC_Os12g33240,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,rps10,PCMDB
Os12g0518200,LOC_Os12g33300,"leaf mesophyll,leaf procambium",Leaf,FCO9,PCMDB
Os12g0524750,LOC_Os12g34045,leaf mesophyll,Leaf,Os12g0524750,PCMDB
Os12g0530000,LOC_Os12g34510,"leaf mesophyll,leaf initial cell",Leaf,Os12g0530000,PCMDB
Os12g0530100,LOC_Os12g34524,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,prx138,PCMDB
Os12g0534000,LOC_Os12g34874,leaf procambium,Leaf,DHQDT/SDH,PCMDB
Os12g0534200,LOC_Os12g34890,leaf mesophyll,Leaf,Os12g0534200,PCMDB
Os12g0538500,LOC_Os12g35320,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0538500,PCMDB
Os12g0540700,LOC_Os12g35550,leaf mesophyll,Leaf,Os12g0540700,PCMDB
Os12g0541000,LOC_Os12g35580,"leaf mesophyll,leaf procambium",Leaf,Os12g0541000,PCMDB
Os12g0541300,LOC_Os12g35610,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,RBOHH,PCMDB
Os12g0541500,LOC_Os12g35630,"leaf mesophyll,Mesophyll precursor",Leaf,EFTS,PCMDB
Os12g0541600,LOC_Os12g35640,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0541600,PCMDB
Os12g0541700,LOC_Os12g35670,"leaf epidermis,leaf mesophyll",Leaf,OsRALF-37,PCMDB
Os12g0544600,LOC_Os12g35940,mestome sheath,Leaf,Os12g0544600,PCMDB
Os12g0547100,LOC_Os12g36060,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0547100,PCMDB
Os12g0547600,LOC_Os12g36110,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,CaMBP,PCMDB
Os12g0548300,LOC_Os12g36194,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsNDPK2,PCMDB
Os12g0548401,LOC_Os12g36210,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os12g0548401,PCMDB
Os12g0548501,LOC_Os12g36220,leaf mesophyll,Leaf,Os12g0548501,PCMDB
Os12g0550800,LOC_Os12g36430,leaf mesophyll,Leaf,Os12g0550800,PCMDB
Os12g0552200,LOC_Os12g36610,"leaf mesophyll,leaf procambium",Leaf,OspPLAIIlambda,PCMDB
Os12g0552500,LOC_Os12g36640,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0552500,PCMDB
Os12g0552800,LOC_Os12g36680,"leaf epidermis,mestome sheath",Leaf,Os12g0552800,PCMDB
Os12g0554000,LOC_Os12g36740,leaf mesophyll,Leaf,Os12g0554000,PCMDB
Os12g0555000,LOC_Os12g36830,"leaf mesophyll,mestome sheath",Leaf,RSOsPR10,PCMDB
Os12g0555100,LOC_Os12g36840,leaf procambium,Leaf,Os12g0555100,PCMDB
Os12g0555200,LOC_Os12g36850,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,RPR10b,PCMDB
Os12g0555300,LOC_Os12g36860,leaf mesophyll,Leaf,PR10,PCMDB
Os12g0555400,LOC_Os12g36870,"leaf mesophyll,leaf procambium",Leaf,Os12g0555400,PCMDB
Os12g0555500,LOC_Os12g36880,leaf mesophyll,Leaf,OsPR10a,PCMDB
Os12g0556100,LOC_Os12g36900,leaf mesophyll,Leaf,OsDi19-7,PCMDB
Os12g0556200,LOC_Os12g36910,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os12g0556200,PCMDB
Os12g0557400,LOC_Os12g37060,"leaf epidermis,mestome sheath",Leaf,Os12g0557400,PCMDB
Os12g0560300,LOC_Os12g37360,leaf mesophyll,Leaf,OsARL1f,PCMDB
Os12g0560400,LOC_Os12g37370,leaf mesophyll,Leaf,Os12g0560400,PCMDB
Os12g0560900,LOC_Os12g37410,"leaf epidermis,mestome sheath,leaf procambium",Leaf,OsOBF1,PCMDB
Os12g0561000,LOC_Os12g37419,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,COX5C,PCMDB
Os12g0561200,LOC_Os12g37430,"leaf mesophyll,mestome sheath",Leaf,Os12g0561200,PCMDB
Os12g0561900,LOC_Os12g37510,leaf epidermis,Leaf,Os12g0561900,PCMDB
Os12g0562300,LOC_Os12g37550,leaf mesophyll,Leaf,Os12g0562300,PCMDB
Os12g0562900,LOC_Os12g37590,mestome sheath,Leaf,Os12g0562900,PCMDB
Os12g0563200,LOC_Os12g37610,leaf mesophyll,Leaf,TCD11,PCMDB
Os12g0563600,LOC_Os12g37650,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0563600,PCMDB
Os12g0564100,LOC_Os12g37690,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,R2R3-MYB,PCMDB
Os12g0564400,LOC_Os12g37710,"leaf mesophyll,leaf procambium",Leaf,PsbP,PCMDB
Os12g0564701,LOC_Os12g37710,"leaf mesophyll,leaf procambium",Leaf,Os12g0564701,PCMDB
Os12g0566100,LOC_Os12g37850,"leaf epidermis,leaf mesophyll",Leaf,Os12g0566100,PCMDB
Os12g0566200,LOC_Os12g37860,"leaf mesophyll,leaf procambium",Leaf,Os12g0566200,PCMDB
Os12g0566300,LOC_Os12g37870,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,ACLA-3,PCMDB
Os12g0566500,LOC_Os12g37890,leaf mesophyll,Leaf,Os12g0566500,PCMDB
Os12g0566600,LOC_Os12g37900,mestome sheath,Leaf,Os12g0566600,PCMDB
Os12g0566700,LOC_Os12g37910,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGELP114,PCMDB
Os12g0566900,LOC_Os12g37939,leaf epidermis,Leaf,Os12g0566900,PCMDB
Os12g0567200,LOC_Os12g37960,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0567200,PCMDB
Os12g0567700,LOC_Os12g38000,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,rpl2,PCMDB
Os12g0567800,LOC_Os12g38010,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsMT1f,PCMDB
Os12g0568200,LOC_Os12g38051,mestome sheath,Leaf,OsMT1c,PCMDB
Os12g0568500,LOC_Os12g38051,mestome sheath,Leaf,MT1Ld,PCMDB
Os12g0568700,LOC_Os12g38100,leaf procambium,Leaf,Os12g0568700,PCMDB
Os12g0568800,LOC_Os12g38110,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0568800,PCMDB
Os12g0569200,LOC_Os12g38140,"leaf epidermis,leaf mesophyll",Leaf,Os12g0569200,PCMDB
Os12g0569300,LOC_Os12g38150,"leaf epidermis,leaf mesophyll,leaf procambium,Leaf preprocambium",Leaf,Os12g0569300,PCMDB
Os12g0569500,LOC_Os12g38170,vascular leaf,Leaf,Os12g0569500,PCMDB
Os12g0570400,LOC_Os12g38250,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0570400,PCMDB
Os12g0570700,LOC_Os12g38270,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsMT1a,PCMDB
Os12g0571200,LOC_Os12g38310,leaf mesophyll,Leaf,TIM9,PCMDB
Os12g0571700,LOC_Os12g38360,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRALF-42,PCMDB
Os12g0572000,LOC_Os12g38400,mestome sheath,Leaf,OsMYB91,PCMDB
Os12g0573200,LOC_Os12g38490,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0573200,PCMDB
Os12g0574700,LOC_Os12g38610,"leaf mesophyll,leaf procambium",Leaf,Os12g0574700,PCMDB
Os12g0575000,LOC_Os12g38640,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0575000,PCMDB
Os12g0576100,LOC_Os12g38720,leaf procambium,Leaf,Os12g0576100,PCMDB
Os12g0576700,LOC_Os12g38760,leaf mesophyll,Leaf,OsPAP1c,PCMDB
Os12g0578300,LOC_Os12g38910,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0578300,PCMDB
Os12g0578400,LOC_Os12g38920,"leaf mesophyll,leaf procambium",Leaf,Os12g0578400,PCMDB
Os12g0578500,LOC_Os12g38930,leaf epidermis,Leaf,Os12g0578500,PCMDB
Os12g0579000,LOC_Os12g38970,"leaf mesophyll,leaf procambium",Leaf,Os12g0579000,PCMDB
Os12g0580500,LOC_Os12g39090,"leaf epidermis,leaf procambium",Leaf,Os12g0580500,PCMDB
Os12g0581900,LOC_Os12g39220,leaf procambium,Leaf,Os12g0581900,PCMDB
Os12g0582700,LOC_Os12g39310,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Leaf preprocambium",Leaf,Os12g0582700,PCMDB
Os12g0582800,LOC_Os12g39320,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsOSCA2.4,PCMDB
Os12g0583300,LOC_Os12g39360,vascular leaf,Leaf,Os12g0583300,PCMDB
Os12g0583400,LOC_Os12g39370,"leaf epidermis,leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,Os12g0583400,PCMDB
Os12g0583700,LOC_Os12g39400,"leaf mesophyll,leaf procambium",Leaf,RZF71,PCMDB
Os12g0583900,LOC_Os12g39420,"leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,Os12g0583900,PCMDB
Os12g0586000,LOC_Os12g39620,leaf mesophyll,Leaf,Os12g0586000,PCMDB
Os12g0586100,LOC_Os12g39630,"leaf mesophyll,mestome sheath",Leaf,SAPK9,PCMDB
Os12g0589100,LOC_Os12g39860,"leaf epidermis,mestome sheath",Leaf,OsAPT1,PCMDB
Os12g0592200,LOC_Os12g40115,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0592200,PCMDB
Os12g0592900,LOC_Os12g40180,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0592900,PCMDB
Os12g0593000,LOC_Os12g40190,leaf mesophyll,Leaf,Os12g0593000,PCMDB
Os12g0594000,LOC_Os12g40260,leaf procambium,Leaf,OsWD40-198,PCMDB
Os12g0595000,LOC_Os12g40340,"leaf mesophyll,leaf procambium",Leaf,Os12g0595000,PCMDB
Os12g0597200,LOC_Os12g40520,leaf mesophyll,Leaf,OsM12,PCMDB
Os12g0597600,LOC_Os12g40560,leaf procambium,Leaf,Os12g0597600,PCMDB
Os12g0597700,LOC_Os12g40570,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsWRKY94,PCMDB
Os12g0599700,LOC_Os12g40750,mestome sheath,Leaf,Os12g0599700,PCMDB
Os12g0599800,LOC_Os12g40760,leaf epidermis,Leaf,Os12g0599800,PCMDB
Os12g0600701,LOC_Os12g40840,leaf mesophyll,Leaf,Os12g0600701,PCMDB
Os12g0601300,LOC_Os12g40890,"leaf mesophyll,mestome sheath",Leaf,OsIAA30,PCMDB
Os12g0601400,LOC_Os12g40900,mestome sheath,Leaf,OsIAA3,PCMDB
Os12g0603800,LOC_Os12g41110,leaf mesophyll,Leaf,OsCML5,PCMDB
Os12g0604200,LOC_Os12g41140,mestome sheath,Leaf,Os12g0604200,PCMDB
Os12g0605300,LOC_Os12g41210,leaf epidermis,Leaf,Os12g0605300,PCMDB
Os12g0605400,LOC_Os12g41220,"leaf epidermis,leaf mesophyll",Leaf,OsCROC-1,PCMDB
Os12g0605800,LOC_Os12g41250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsL55,PCMDB
Os12g0608500,LOC_Os12g41490,mestome sheath,Leaf,Os12g0608500,PCMDB
Os12g0609900,LOC_Os12g41630,"leaf epidermis,leaf mesophyll",Leaf,OsFbox676,PCMDB
Os12g0611000,LOC_Os12g41700,"leaf epidermis,mestome sheath",Leaf,OsLOL1,PCMDB
Os12g0612100,LOC_Os12g41800,leaf mesophyll,Leaf,Os12g0612100,PCMDB
Os12g0612300,LOC_Os12g41810,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0612300,PCMDB
Os12g0612400,LOC_Os12g41820,mestome sheath,Leaf,OsDjC83,PCMDB
Os12g0613500,LOC_Os12g41930,leaf mesophyll,Leaf,BIP132,PCMDB
Os12g0614000,LOC_Os12g41962,leaf mesophyll,Leaf,OsMED19a,PCMDB
Os12g0615100,LOC_Os12g42060,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsWAK128,PCMDB
Os12g0615400,LOC_Os12g42090,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os12g0615400,PCMDB
Os12g0616200,LOC_Os12g42180,leaf epidermis,Leaf,HLL,PCMDB
Os12g0616400,LOC_Os12g42190,leaf mesophyll,Leaf,OsPCF8,PCMDB
Os12g0616500,LOC_Os12g42200,leaf epidermis,Leaf,OsCHX15,PCMDB
Os12g0616900,LOC_Os12g42230,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0616900,PCMDB
Os12g0617400,LOC_Os12g42280,"mestome sheath,leaf procambium",Leaf,OsNCED2,PCMDB
Os12g0618300,LOC_Os12g42370,"leaf epidermis,leaf mesophyll",Leaf,Os12g0618300,PCMDB
Os12g0618800,LOC_Os12g42420,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPLS3,PCMDB
Os12g0619000,LOC_Os12g42430,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0619000,PCMDB
Os12g0621100,LOC_Os12g42610,leaf mesophyll,Leaf,OsYAB6,PCMDB
Os12g0623500,LOC_Os12g42850,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCAT11,PCMDB
Os12g0623600,LOC_Os12g42860,leaf epidermis,Leaf,Os12g0623600,PCMDB
Os12g0623900,LOC_Os12g42876,"leaf epidermis,mestome sheath,Xylem",Leaf,Os12g0623900,PCMDB
Os12g0624000,LOC_Os12g42884,"leaf epidermis,leaf mesophyll",Leaf,Os12g0624000,PCMDB
Os12g0624200,LOC_Os12g42910,leaf mesophyll,Leaf,OsCCX4,PCMDB
Os12g0625000,LOC_Os12g42980,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,rcs1,PCMDB
Os12g0626200,LOC_Os12g43110,leaf epidermis,Leaf,OsSAUR58,PCMDB
Os12g0626400,LOC_Os12g43130,leaf mesophyll,Leaf,PSY2,PCMDB
Os12g0628300,LOC_Os12g43350,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0628300,PCMDB
Os12g0628600,LOC_Os12g43380,leaf,Leaf,OsPR5,PCMDB
Os12g0630500,LOC_Os12g43490,mestome sheath,Leaf,Os12g0630500,PCMDB
Os12g0630600,LOC_Os12g43510,mestome sheath,Leaf,Os12g0630600,PCMDB
Os12g0631100,LOC_Os12g43550,leaf mesophyll,Leaf,GLUP4,PCMDB
Os12g0631200,LOC_Os12g43560,"leaf mesophyll,leaf procambium",Leaf,Os12g0631200,PCMDB
Os12g0632000,LOC_Os12g43600,leaf mesophyll,Leaf,GRP162,PCMDB
Os12g0632700,LOC_Os12g43630,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0632700,PCMDB
Os12g0633200,LOC_Os12g43670,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0633200,PCMDB
Os12g0634000,LOC_Os12g43750,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0634000,PCMDB
Os12g0635500,LOC_Os12g43880,leaf mesophyll,Leaf,Os12g0635500,PCMDB
Os12g0636000,LOC_Os12g43930,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsRDCP5,PCMDB
Os12g0636200,LOC_Os12g43950,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os12g0636200,PCMDB
Os12g0636800,LOC_Os12g44000,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsUBC26,PCMDB
Os12g0637100,LOC_Os12g44020,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPAP10c,PCMDB
Os12g0637700,LOC_Os12g44060,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os12g0637700,PCMDB
Os12g0638700,LOC_Os12g44150,mestome sheath,Leaf,OSA3,PCMDB
Os12g0639100,LOC_Os12g44180,leaf mesophyll,Leaf,OsMFS8,PCMDB
Os12g0640600,LOC_Os12g44310,"leaf mesophyll,leaf procambium",Leaf,OsCCD1,PCMDB
Os12g0640700,LOC_Os12g44320,"leaf mesophyll,mestome sheath",Leaf,Os12g0640700,PCMDB
Os12g0641400,LOC_Os12g44380,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsSUT2,PCMDB
Os04g0671300,LOC_Os04g57560,mesocotyl,Stem,PAO5,PCMDB
Os12g0435200,LOC_Os12g24800,mesocotyl,Stem,OsNCED2,PCMDB
Os01g0110100,LOC_Os01g02000,stem,Stem,Pho1,PCMDB
Os01g0756700,LOC_Os01g55200,stem,Stem,KAT1,PCMDB
Os02g0308800,LOC_Os02g20560,stem,Stem,OsFLA15,PCMDB
Os03g0109000,LOC_Os03g01870,stem,Stem,ONAC055,PCMDB
Os03g0362500,LOC_Os03g24760,stem,Stem,Os03g0362500,PCMDB
Os03g0428200,LOC_Os03g31430,stem,Stem,OsTPS14,PCMDB
Os04g0171600,LOC_Os04g08824,stem,Stem,Os04g0171600,PCMDB
Os04g0171800,LOC_Os04g08828,stem,Stem,Os04g0171800,PCMDB
Os04g0174100,LOC_Os04g09430,stem,Stem,Os04g0174100,PCMDB
Os04g0422300,LOC_Os04g34490,stem,Stem,Os04g0422300,PCMDB
Os04g0607600,LOC_Os04g51830,stem,Stem,HKT1;4,PCMDB
Os04g0609300,LOC_Os04g51980,stem,Stem,Os04g0609300,PCMDB
Os05g0135500,LOC_Os05g04500,"stem,Xylem",Stem,prx71,PCMDB
Os05g0189900,LOC_Os05g09724,stem,Stem,Os05g0189900,PCMDB
Os06g0257600,LOC_Os06g14630,stem,Stem,OsGELP82,PCMDB
Os06g0530400,LOC_Os06g33940,stem,Stem,OsNAC7,PCMDB
Os07g0142600,LOC_Os07g04960,stem,Stem,Os07g0142600,PCMDB
Os07g0637700,LOC_Os07g44370,stem,Stem,Os07g0637700,PCMDB
Os08g0466200,LOC_Os08g36340,stem,Stem,OsHAK4,PCMDB
Os12g0435200,LOC_Os12g24800,stem,Stem,OsNCED2,PCMDB
Os03g0713500,LOC_Os03g50550,mesocotyl,Stem,MPKK10.3,https://doi.org/10.1016/j.jia.2022.08.080
Os03g0699600,LOC_Os03g49250,mesocotyl,Stem,OsFbox168,https://doi.org/10.1016/j.jia.2022.08.080
Os03g0700800,LOC_Os03g49400,mesocotyl,Stem,Os03g0700800,https://doi.org/10.1016/j.jia.2022.08.080
Os03g0701800,LOC_Os03g49510,mesocotyl,Stem,OsPIPK,https://doi.org/10.1016/j.jia.2022.08.080
Os02g0276900,LOC_Os02g17680,mesocotyl,Stem,OsbHLH072,https://doi.org/10.3389/fpls.2023.1194119
Os04g0665200,LOC_Os04g56950,mesocotyl,Stem,IAMT1,https://doi.org/10.3389/fpls.2023.1194119
Os07g0424400,LOC_Os07g24190,mesocotyl,Stem,OsCesA3,https://doi.org/10.3389/fpls.2023.1194119
Os12g0228700,LOC_Os12g12720,mesocotyl,Stem,Os12g0228700,https://doi.org/10.3389/fpls.2023.1194119
Os06g0355300,LOC_Os06g24850,mesocotyl,Stem,OsIAA21,https://doi.org/10.3389/fpls.2023.1194119
Os07g0592000,LOC_Os07g40240,mesocotyl,Stem,Os07g0592000,https://doi.org/10.3389/fpls.2023.1194119
Os01g0121300,LOC_Os01g03110,Leaf preprocambium,Leaf,Os01g0121300,plantscrnadb
Os01g0134900,LOC_Os01g04300,Xylem,Leaf,Os01g0134900,scPlantDB (CRA004082)
Os01g0153100,LOC_Os01g05970,leaf initial cell,Leaf,Os01g0153100,scPlantDB (SRP286275)
Os01g0153300,LOC_Os01g06010,leaf initial cell,Leaf,H2B.5,scPlantDB (SRP286275)
Os01g0292900,LOC_Os01g18850,Leaf preprocambium,Leaf,OsSPL1,plantscrnadb
Os01g0543100,LOC_Os01g36240,Phloem,Leaf,prx17,scPlantDB (CRA004082)
Os01g0631200,LOC_Os01g44050,Mesophyll precursor,Leaf,Os01g0631200,plantscrnadb
Os01g0631500,LOC_Os01g44090,Phloem,Leaf,Os01g0631500,scPlantDB (CRA004082)
Os01g0699400,LOC_Os01g50400,Mesophyll precursor,Leaf,Os01g0699400,plantscrnadb
Os01g0699500,LOC_Os01g50410,Mesophyll precursor,Leaf,MAP3K6,plantscrnadb
Os01g0723100,LOC_Os01g52480,Phloem,Leaf,Os01g0723100,scPlantDB (CRA004082)
Os01g0778500,LOC_Os01g57050,Xylem,Leaf,Os01g0778500,scPlantDB (CRA004082)
Os01g0810300,LOC_Os01g59530,Phloem,Leaf,CaM61,scPlantDB (CRA004082)
Os01g0821700,LOC_Os01g60650,Phloem,Leaf,Os01g0821700,scPlantDB (CRA004082)
Os01g0839500,LOC_Os01g62230,leaf initial cell,Leaf,H2B.11,scPlantDB (SRP286275)
Os01g0866600,LOC_Os01g64680,Phloem,Leaf,Os01g0866600,scPlantDB (CRA004082)
Os01g0900900,LOC_Os01g67490,Phloem,Leaf,Os01g0900900,scPlantDB (CRA004082)
